adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
FALSE,/lqxxwTRk0l7CubY6JkJdhnwJEkn.jpg,"c(18, 10749, 36)",331482,en,Little Women,Four sisters come of age in America in the aftermath of the Civil War.,39.8,/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg,2019-12-25,Little Women,FALSE,7.9,5596
FALSE,/uNLIMPxknsV4n3IAEDpS1iqF5dm.jpg,"c(14, 18, 10749)",162,en,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,50.284,/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg,1990-12-05,Edward Scissorhands,FALSE,7.7,11898
FALSE,/vRTKNKNWLZ22fAgPa5kY8wT2b1F.jpg,"c(35, 18, 10749)",284,en,The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",24.861,/uV1p6EQzSfMFSvEWro8ff6g8J6A.jpg,1960-06-21,The Apartment,FALSE,8.2,1966
FALSE,/2rSwXeyGJH1vmtlgP3EqzdfTEC1.jpg,"c(10749, 35, 10751)",833097,en,Falling for Christmas,"An engaged, spoiled hotel heiress finds herself in the care of a handsome, blue-collar lodge owner and his precocious daughter after getting amnesia in a skiing accident.",18.121,/zgtkXLJagDMlW4iXTCojL5guDeu.jpg,2022-11-10,Falling for Christmas,FALSE,6.3,598
FALSE,/xUWf5xX0AnZgAnYXAMk03zTbsef.jpg,"c(35, 10749, 18)",508,en,Love Actually,Eight London couples try to deal with their relationships in different ways. Their tryst with love makes them discover how complicated relationships can be.,19.714,/7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg,2003-09-07,Love Actually,FALSE,7.1,5979
FALSE,/9Ebn8atCcGk5OZrx4xmoTobAxoh.jpg,"c(35, 10749)",1581,en,The Holiday,"Two women, one from the United States and one from the United Kingdom, swap homes at Christmas time after bad breakups with their boyfriends. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.",21.159,/6fbqG49Q7IWBWdyJ7asNTcNbnG6.jpg,2006-12-08,The Holiday,FALSE,7.1,4519
FALSE,/4LEuqvjrtysd7qe0dQMieTl4ys0.jpg,"c(18, 10749)",9587,en,Little Women,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",21.587,/1ZzH1XMcKAe5NdrKL5MfcqZHHsZ.jpg,1994-12-21,Little Women,FALSE,7.3,1104
FALSE,/1EKPfRFMl9rV55gcXP8wWfOC5YP.jpg,"c(35, 18, 10749, 14)",5994,en,The Family Man,"Jack's lavish, fast-paced lifestyle changes one Christmas night when he stumbles into a grocery store holdup and disarms the gunman. The next morning he wakes up in bed lying next to Kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. As he stumbles through this alternate suburban universe, Jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves.",18.442,/zsedbiD7i2SepxIxb0F3U95mqyH.jpg,2000-12-12,The Family Man,FALSE,6.8,1707
FALSE,/fROgQIALHJEmayqLITFHhOMW3ef.jpg,"c(35, 18, 10749)",858,en,Sleepless in Seattle,"When Sam Baldwin's wife dies, he is left to bring up his eight-year-old son Jonah alone, and decides to move to Seattle to make a new start. On Christmas Eve, Jonah rings a radio phone-in with his Christmas wish to find a new wife for his dad. Meanwhile in Baltimore, journalist Annie Reed, who is having doubts about her own relationship, is listening in.",21.013,/iLWsLVrfkFvOXOG9PbUAYg7AK3E.jpg,1993-06-24,Sleepless in Seattle,FALSE,6.7,2068
FALSE,/d9BwkpCncTNXTMfhx6bEgD5nyi0.jpg,"c(35, 10402, 10749, 14)",606117,en,A Cinderella Story: Christmas Wish,"Kat is an aspiring singer-songwriter who dreams of making it big. However, her dreams are stalled by her reality: a conniving and cruel stepfamily  and a demoralizing job working as a singing elf at billionaire Terrence Wintergarden’s Santa Land.",24.335,/ozBX0u5caaJFli9AssqJmARb5R.jpg,2019-10-15,A Cinderella Story: Christmas Wish,FALSE,6.4,640
FALSE,/jOWgFmD1H5t6nL7ChbmX8oDFUZl.jpg,"c(10749, 35)",520172,en,Happiest Season,A young woman's plans to propose to her girlfriend while at her family's annual holiday party are upended when she discovers her partner hasn't yet come out to her conservative parents.,18.563,/vzec9kkOSE93tygyfOktedkeOQ.jpg,2020-11-26,Happiest Season,FALSE,7.4,1007
FALSE,/wqgZSvgoctaadgwUdPYVsksivxn.jpg,"c(35, 18, 10749)",20334,en,The Shop Around the Corner,"Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",15.24,/dZ1aEzGYRiqJwPfjS6VL7wUkHmF.jpg,1940-01-12,The Shop Around the Corner,FALSE,8.3,615
FALSE,/vQYwarUtaeyDYgwmcaTJYX1yix2.jpg,"c(35, 10749)",549053,en,Last Christmas,"Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.",17.253,/kDEjffiKgjuGo2DRzsqfjvW0CQh.jpg,2019-11-07,Last Christmas,FALSE,7.2,2113
FALSE,/zCHe8ckyufHVUZaoHu2DiF8evET.jpg,"c(10751, 10749, 35)",643882,en,The Princess Switch: Switched Again,"When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike — party girl Fiona — foils their plans.",15.345,/e4qXQXXaVYvHBE3Rx5x3qrmxorB.jpg,2020-11-19,The Princess Switch: Switched Again,FALSE,6.9,798
FALSE,/plJy3kYRULQYvXhoWLxmKvMmXwi.jpg,"c(10749, 35)",556803,en,The Princess Switch,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",16.226,/A8XgZE8CsHiYN243MEd07GLCep.jpg,2018-11-16,The Princess Switch,FALSE,7,2077
FALSE,/8ASGDbVRdK0UX71fV7oknkquS7k.jpg,"c(18, 878, 10749)",844,zh,2046,Women enter and exit a science fiction author's life over the course of a few years after the author loses the woman he considers his one true love.,17.813,/jIN65qw0Giplo4CshzMrxz204Wn.jpg,2004-05-20,2046,FALSE,7.2,756
FALSE,/YZMpzCAQ8Ljnq2XOWkWOasexsw.jpg,"c(35, 10749)",611207,en,The Knight Before Christmas,A medieval English knight is magically transported to present day where he ends up falling for a high school science teacher.,15.074,/ivymBQYzYqZoLhvgYg77gSzXKsA.jpg,2019-11-21,The Knight Before Christmas,FALSE,6.4,1013
FALSE,/oAfxQnTlfTKmr61RjE3NM2DlzUN.jpg,"c(35, 10749)",10033,en,Just Friends,"While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with – a woman whose rejection of him turned him into a ferocious womanizer.",15.209,/jgs2mdFlx8NJzbxXTHeQxvQbN6n.jpg,2005-11-23,Just Friends,FALSE,6.2,1445
FALSE,/kKoiL1jeLFqqH2StTKvFnT54exu.jpg,"c(18, 10749)",52744,en,Falling in Love,"During shopping for Christmas, Frank and Molly run into each other. This fleeting short moment will start to change their lives, when they recognize each other months later in the train home and have a good time together. Although both are married and Frank has two little kids, they meet more and more often, their friendship becoming the most precious thing in their lives.",15.228,/c8Ti4tOwAmY6RhUxV9JsXl2W4l7.jpg,1984-11-21,Falling in Love,FALSE,6.6,310
FALSE,/xcwmDItb2On573HyPiODgVvtoAh.jpg,"c(10749, 35)",295151,en,Let It Snow,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.",13.935,/rEVu3E1OhMPJeCAn9a6QLyVhZDj.jpg,2019-11-08,Let It Snow,FALSE,6.1,1078
FALSE,/dgZ5e1q6dGUYLUxepmZTmoGqwEy.jpg,"c(10749, 35)",286554,en,Two Night Stand,"After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.",19.65,/rz0YnlHieXP9SBuJU4ANBW8ttIw.jpg,2014-09-26,Two Night Stand,FALSE,6.4,1725
FALSE,/kP5k4gA6yJiQCeN5FNcGwRtGDuq.jpg,"c(10749, 35, 18)",736918,en,The Noel Diary,"Cleaning out his childhood home at Christmas, a novelist meets a woman searching for her birth mother. Will an old diary unlock their pasts — and hearts?",11.969,/f6mMqxJfAD2Ao4sto7kOq6a7tWg.jpg,2022-11-24,The Noel Diary,FALSE,6.4,281
FALSE,/9VBkjaQZNWAW2eU4vmJguFTmvUV.jpg,"c(16, 35, 10749)",997317,ja,かぐや様は告らせたい-ファーストキッスは終わらない-,"After pining for one another and plotting for so long, Kaguya Shinomiya and Miyuki Shirogane finally have their climactic first kiss. However, they struggle to define their relationship. After all, how much of their true selves have they really shown to one another?",13.151,/jY092qLqa7qTMelwRiNPpLUolEz.jpg,2022-12-17,Kaguya-sama: Love Is War -The First Kiss That Never Ends-,FALSE,7.8,31
FALSE,/hWWfYWdtZ7DTna0uxa3oVemYccG.jpg,"c(35, 18, 10749)",9043,en,The Family Stone,"An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.",12.878,/3QPSWIx14H7sfaLqY5bh1qDNQhZ.jpg,2005-12-15,The Family Stone,FALSE,6.3,830
FALSE,/uuCj46exjP6UOo976MAWACWFv1X.jpg,"c(10749, 10751)",587693,en,A Christmas Prince: The Royal Baby,"Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must help her family and kingdom by finding a missing peace treaty.",14.629,/4RErLw0APt8qQiee0d8VCKasWwl.jpg,2019-12-05,A Christmas Prince: The Royal Baby,FALSE,6.3,490
FALSE,/93CoNRSqCfKQLFG8UJJKtJoaqjY.jpg,"c(10749, 35, 10770)",426808,en,A Cinderella Christmas,"Angie works hard to run her uncle’s events business while her cousin Candace takes the credit. When Angie takes a night off to have fun at the Christmasquerade Ball, the mask and gown allow her to let loose, and she quickly catches the eye of Nicholas, a wealthy local bachelor. But then Angie has to go before revealing her identity, leaving Nicholas searching for his mystery woman in this modern take on the classic fairy tale.",15.084,/yD4SvhjDKi7ppsceMbxXKgMBtUi.jpg,2017-11-06,A Cinderella Christmas,FALSE,6.7,190
FALSE,/sKoEKXA2OFdw8oDY6sv5wGygC0N.jpg,"c(10749, 10770)",480623,en,Christmas Getaway,"When a reservation mix-up at a mountain resort forces a newly-single travel writer to share a cabin with a handsome widower and his precocious daughter over the holidays, their lives are transformed by the magic of Christmas and the unexpected power of love.",16.815,/ohBJhAI7YJrlYmnr4czCvZj1FW7.jpg,2017-12-23,Christmas Getaway,FALSE,6.9,134
FALSE,/pGLxKMVyVNhw3cJx8Om2IXTA5NE.jpg,"c(10770, 35, 10749)",1135453,en,Take Me Back for Christmas,"A Christmas wish gives Renee the successful life she’d always dreamed of. This new reality is perfect, except for one thing… she is no longer married to her husband Aaron. Now, Renee must race against the clock to win him back before Christmas Eve.",15.015,/eNZUnfDR1ThpiE9F1jOG7paby16.jpg,2023-07-15,Take Me Back for Christmas,FALSE,8.3,3
FALSE,/bfbbCJ0Cx8N8brffVHS8gFBjJlX.jpg,"c(18, 10752, 10749, 36)",11661,fr,Joyeux Noël,"France, 1914, during World War I. On Christmas Eve, an extraordinary event takes place in the bloody no man's land that the French and the Scots dispute with the Germans…",15.052,/9Ka8lKCIiWjnZiMslPQeakS5UhW.jpg,2005-11-09,Joyeux Noel,FALSE,7.4,775
FALSE,/a4niJNmrK7fAtV59F75OxbVvgiE.jpg,"c(10770, 10749)",550032,en,Christmas Wonderland,"Heidi, who initially left her small town of Pleasant Valley with the dream of one day becoming a successful painter, has put her own art on hold to excel as an art gallery curator. Now, a week before the gallery’s big Christmas party, she must return home to watch her niece and nephew. She comes face to face with her high school love, Chris, now a teacher, and offers to help him find a new last-minute location for the Christmas dance.",8.017,/3QwvhdOZSNJdHbHcL9aIwp3l9mD.jpg,2018-12-02,Christmas Wonderland,FALSE,6.1,173
FALSE,/wvIV32bGg6HC4dOCyXIHk9q4Lgt.jpg,"c(10749, 35)",1042984,pt,Um Natal Cheio de Graça,"After discovering a betrayal, Carlinhos takes a fun stranger to accompany him on Christmas. But Graça proves to be a madwoman capable of bringing the traditional family home down.",10.867,/iHRphB4zfPTuUHVrbO2vTmCLuHO.jpg,2022-11-30,Christmas Full of Grace,FALSE,5.8,52
FALSE,/tPssChaKUFIfE54jbWTGpDu4d4K.jpg,"c(12, 35, 10749)",15875,en,Donovan's Reef,"After her great aunt's death, a high-society woman arrives on a Hawaiian island in search of the heir - the father she has never met.",12.721,/xxZ6VUmnsxNiMa812IP3ohUf3BS.jpg,1963-06-12,Donovan's Reef,FALSE,6.2,122
FALSE,/wug15qrt09vllipUKXr6SNf74QT.jpg,"c(10749, 35)",916053,en,Something from Tiffany's,"Doesn't every girl dream of getting... something from Tiffany's? On 5th Avenue in New York City, where nothing compares to the magic and excitement of the holidays, where the streets blaze with lights, and windows dazzle, a special box from Tiffany could change the course of a person's life. Or several lives. Rachel and Gary are happy enough but not quite ready for that big commitment. Ethan and Vanessa, the perfect picture, are just about to make it official. When a simple mix-up of gifts causes all of their paths to cross, it sets off a series of twists and unexpected discoveries that lead them where they're truly meant to be. Because love -- like life -- is full of surprises.",12.035,/hzQV66zQHqWKRjLVphISNOqadIp.jpg,2022-11-29,Something from Tiffany's,FALSE,7,191
FALSE,/6ZuYKN5wJKcuCw7o1WsbjYo68vz.jpg,"c(35, 10749, 18)",12193,en,Four Christmases,"Brad and Kate have made something of an art form out of avoiding their families during the holidays, but this year their foolproof plan is about go bust -- big time. Stuck at the city airport after all departing flights are canceled, the couple is embarrassed to see their ruse exposed to the world by an overzealous television reporter. Now, Brad and Kate are left with precious little choice other than to swallow their pride and suffer the rounds.",14.706,/zixj44TC7rwzpxtJAG5OzFJnEqe.jpg,2008-11-26,Four Christmases,FALSE,5.8,995
FALSE,/ocyOdgL8pGS5KRpRfS69SsS2GMa.jpg,"c(35, 10751, 10770, 10749)",79113,en,A Princess for Christmas,"After her sister and brother-in-law's tragic deaths, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",15.911,/8B0GaAebFRWek6tGSqWAeyJOIp6.jpg,2011-12-03,A Princess for Christmas,FALSE,7,371
FALSE,/59bNOqtEgRCT8uggzm1bcPRv8tw.jpg,"c(10751, 14, 18, 35, 10749)",21539,en,The Preacher's Wife,"Good natured Reverend Henry Biggs finds that his marriage to choir mistress Julia is flagging, due to his constant absence caring for the deprived neighborhood they live in. On top of all this, his church is coming under threat from property developer Joe Hamilton. In desperation, Rev. Biggs prays to God for help - and help arrives in the form of an angel named Dudley.",10.085,/z1mU4g9poAgoDQRNLcfNdj3iiMs.jpg,1996-12-13,The Preacher's Wife,FALSE,5.8,196
FALSE,/1ZnbzMbxgSqKuCh9aOQCvv1mAyN.jpg,"c(10749, 35)",936960,en,Christmas with You,"Feeling career burnout, pop star Angelina escapes to grant a young fan's wish in small-town New York, where she not only finds the inspiration to revitalize her career but also a shot at true love.",12.407,/nkJQWyK0ABJaBaQ4Io3kOzMvdsa.jpg,2022-11-17,Christmas with You,FALSE,5.8,171
FALSE,/8jPKpg6x2a1BgodbP4IAfHmhoeO.jpg,"c(10770, 35, 10749)",1132366,en,A Royal Christmas Crush,"Ava accepts the opportunity of a lifetime to work at the Royal Ice Hotel which leads her to a surprise whirlwind romance with the most important guest of all, the Royal Prince himself.",9.498,/znk6frNlEd90QATu40qsh997KvU.jpg,2023-07-08,A Royal Christmas Crush,FALSE,4.4,5
FALSE,/pa0Mq5rGm2QnzdpFmugTu4Mghf.jpg,"c(35, 10749)",734265,en,Love Hard,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for Christmas, only to discover that she's been catfished. But the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.",14.101,/oTkAFDZRLnqrXOrOwuy3Tvul0v5.jpg,2021-11-05,Love Hard,FALSE,7,1306
FALSE,/vgiTXYIKEjXT5O6WvXqcXTwFc3r.jpg,"c(10749, 12, 18, 10751, 36)",576920,ru,Серебряные коньки,"1899, the Christmas-time St.Petersburg. Ice-covered rivers and canals of the capital seethe with festive activities. On the eve of the new century those who should not be destined to meet, come together. They are people from different worlds: Matvey, the son of a lamplighter, whose only treasure is his silver-plated skates; Alice is the daughter of a high-ranking official dreaming of science. Each of them has his own difficult life-story, but having accidentally met they rush forward together in pursuit of their dreams.",13.031,/om51hNT54XocGVW3qONHXwMFBBW.jpg,2020-12-10,Silver Skates,FALSE,7.7,212
FALSE,/dKfy1fUFinKcO0FmkRnAtZhM6DC.jpg,"c(18, 53, 10749)",375327,en,Submergence,"While James More is held captive by terrorists in Somalia, thousands of miles away on the Greenland Sea, his lover Danny Flinders prepares to dive herself in a submersible into the deep bottom of the ocean, tormented by the memories of their brief encounter in France and her inability to know his whereabouts.",14.031,/sPwANB5cMjJLfRru45sc7Mnkjrq.jpg,2017-09-22,Submergence,FALSE,5.4,263
FALSE,/6aEcuBeGnzhFUNeDHCDMQczBdq2.jpg,"c(35, 80, 10749)",5996,en,We're No Angels,"Three convicts escape from prison on Devil's Island just before Christmas and arrive at a nearby French colonial town. They go to the store of the Ducotels, the only store that gives supplies on credit. They initially intend to take advantage of them but have a change of heart after they find the family is in financial troubles.",11.51,/UsrZkcoj95K8ZVf7FMnTiZ5P4C.jpg,1955-07-07,We're No Angels,FALSE,7.1,152
FALSE,/rwUorXcUSTLo0CJo48JEenhzjRR.jpg,"c(10751, 10770, 35, 10749)",363483,en,12 Gifts of Christmas,"When Anna Parisi, an unemployed fine arts painter, is unable to make ends meet, she is hired to become a personal Christmas shopper for Marc, an uptight corporate exec.  As they begin working together, Marc learns that Christmas giving has less to do with the amount of money spent and more to do with the importance of the gift, while Anna discovers she might find success as an artist in a way she never expected.  The best gift of all of course is the love they discover with one another.",11.454,/2gBuhcMRL03OLd5IOD5cVFe8gBv.jpg,2015-11-26,12 Gifts of Christmas,FALSE,6.1,211
FALSE,/q9ZLjqti3UTt5ZC3qQMZhRNueGc.jpg,"c(35, 10751, 10749, 10770)",738646,en,Operation Christmas Drop,"While gathering evidence to support closing a tropical U.S. Air Force base, a congressional aide warms to its generous captain.",13.941,/1fUcKFDy58DhWYd5Y7Nu5DgpxaE.jpg,2020-11-05,Operation Christmas Drop,FALSE,6.5,498
FALSE,/43itRj5FoCCGHUkpk4hW92rht3G.jpg,"c(10749, 10751, 10770)",550385,en,Christmas with a View,"This Christmas, Thunder Mountain Ski Resort is abuzz when celebrity chef Shane Roarke is named the new head chef. Clara Garrison isn't as excited and is instead focused on getting resettled after her failed attempt at opening a restaurant in the city. With their paths constantly crossing, will their shared passion for cooking bring them together or will secrets keep them apart?",15.589,/jzDSyPq80DPRzTryh9qBOiJQI8o.jpg,2018-11-01,Christmas with a View,FALSE,5.8,287
FALSE,/siDpHlHQvZli9QRJfEsVXbQe7kV.jpg,"c(35, 10749, 10770, 18)",369058,en,Merry Kissmas,"Unwinding her relationship from a controlling choreographer, Kayla happens to take an elevator ride with lonesome caterer “Dustin”. The lift stalls, and spontaneously, magical kisses follow. Soon the choreographer makes nice, and Dustin retreats. Kayla becomes confused as to which man to love.",6.926,/k0qMSI9jzrEvErC66eCdkM6W1yu.jpg,2015-12-05,Merry Kissmas,FALSE,6.1,120
FALSE,/t2Po4BVdG3UmlfOACo9US1zjumr.jpg,"c(10749, 35)",531438,en,Holiday in the Wild,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose and potential romance.",15.424,/kDXMzBpiUJld5zLnSqDmGln3XuM.jpg,2019-11-06,Holiday in the Wild,FALSE,6.5,491
FALSE,/1NSjj7AnAbAUXHAJv3a14yC3h4E.jpg,"c(18, 35, 10749)",639609,en,Holiday Rush,"After his sudden firing, a popular radio DJ moves in with his aunt, bringing along his four spoiled children, and a plan to return to the airwaves.",10.419,/ccL8XtMJSAl5VRoOdyKn7Cd0QA2.jpg,2019-11-28,Holiday Rush,FALSE,5.6,197
FALSE,/ziz3XX1pF2j3n31EnBSP2V2kYJc.jpg,"c(10749, 35, 10770)",550022,en,Mingle All the Way,"Molly is determined to prove to her family that her new networking app—designed to pair busy professionals together for upcoming events, without long-term romance—is a success. When Molly joins Mingle All the Way and is matched with Jeff, they are both horrified to realize they’ve already had not one, but two disastrous previous encounters.",8.9,/kUSeiqBWSiOA1mYRVPlaJjJRp5t.jpg,2018-12-01,Mingle All the Way,FALSE,7,124
FALSE,/mTCNmNHWVS2lsjAJWO7ZyOJ4782.jpg,"c(10749, 35)",810873,en,Single All the Way,"Desperate to avoid his family’s judgment about his perpetual single status, Peter convinces his best friend Nick to join him for the holidays and pretend that they’re now in a relationship. But when Peter’s mother sets him up on a blind date with her handsome trainer James, the plan goes awry.",14.17,/bfZPNzAwUQZ6FZQi1d136KLr3wl.jpg,2021-12-02,Single All the Way,FALSE,6.5,325
FALSE,/fQ93o3wVSIe0dXMLTVTBHoqWwew.jpg,"c(35, 18, 10749, 10751)",909,en,Meet Me in St. Louis,The life of a St. Louis family in the year before the 1904 St. Louis World's Fair.,9.618,/ekVeUvG81pidsv2LMtWf5yYcNbq.jpg,1944-11-28,Meet Me in St. Louis,FALSE,7,318
FALSE,/k7rxfxdroEsfzHx3P3ADYx2xm6I.jpg,"c(10749, 18, 10770)",764104,en,Too Close for Christmas,"When Hayley accepts an invitation to spend Christmas with her sister’s new in-laws, her seemingly perfect holiday takes a turn when Paul, Hayley's brother-in-law's brother, unexpectedly shows up. Still harboring a grudge against Paul for ending her last relationship, Hayley reluctantly spends time with Paul and slowly realizes she may have been too quick a judge on Paul",10.942,/ggWY6vsKqrwIc5tMQsaPuBnmQU8.jpg,2020-11-13,Too Close for Christmas,FALSE,5.8,94
FALSE,/gB5L4Fh54c330hCVVxDPhEdNFCf.jpg,"c(10749, 35)",525041,en,A Christmas Prince: The Royal Wedding,"A year after Amber helped Richard secure the crown. The two are set to tie the knot in a royal Christmas wedding — but their plans are jeopardized when Amber finds herself second-guessing whether or not she's cut out to be queen, and Richard is faced with a political crisis that threatens to tarnish not only the holiday season but the future of the kingdom.",11.762,/2bLQTbFWrsunSVQsvOWZAAGACbf.jpg,2018-11-30,A Christmas Prince: The Royal Wedding,FALSE,6.4,868
FALSE,/rCUg0bQM8vu4OSaE0aHQOicPnC5.jpg,"c(35, 10749)",9716,en,Everyone Says I Love You,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,14.101,/5irXNZCYgPvNt7RxNa0iA7bALDv.jpg,1996-12-06,Everyone Says I Love You,FALSE,6.5,561
FALSE,/yH7THBF03htfvX1USFJOEXPNsBA.jpg,"c(10770, 35, 10749)",888500,en,'Tis the Season to be Merry,"Looking for a fresh angle to her book on relationships, Merry heads to snow-covered Vermont. She finds a new perspective and Christmas cheer with charismatic aid worker Chris.",6.966,/539aWeHrqkbaUz2Dw4m07zBARhU.jpg,2021-12-19,'Tis the Season to be Merry,FALSE,6.4,28
FALSE,/n1daj6hS4yf858HgPfe7kGyjISp.jpg,"c(10749, 35)",449755,en,Christmas Inheritance,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.",13.595,/sqdbF40nBzS2IZVAGPxJT7loxoM.jpg,2017-12-15,Christmas Inheritance,FALSE,6.3,779
FALSE,/5Qtb47jSlBnzeOzIZqMmlRLV63Q.jpg,"c(10749, 35, 10402)",1028935,en,Holiday Harmony,A likeable and talented underdog gets momentarily sidelined from chasing her musical dreams when her van breaks down in a welcoming small town just before Christmas.,8.523,/5lDOz2zlfiprRYKAWUJRkdSaWhl.jpg,2022-11-24,Holiday Harmony,FALSE,6.3,21
FALSE,/oBjpAYu0wDLjYbiU48PVMnJdev2.jpg,"c(10749, 10770)",550023,en,Christmas at the Palace,"Katie, a former professional ice skater, is hired by the king of San Senova, Alexander, to help his daughter in a Christmas ice skating performance. As Katie spends time in the castle and with the king, she and Alex begin to develop feelings for each other and ultimately fall in love. But will the tradition-loving people of San Senova allow their king to make a foreigner their queen?",7.822,/lD6xv3dz6AStcYsrDk6sqHKMgxD.jpg,2018-11-22,Christmas at the Palace,FALSE,6.4,106
FALSE,/a0Li3GNoXKM5eNGxbzqGDT20dkh.jpg,"c(10749, 35)",1053110,en,I Believe in Santa,Lisa thinks she's finally met the man of her dreams until she finds out he still believes in Santa Claus.,14.448,/qCBfPgsvACaVS4wSBaddVkL22c9.jpg,2022-12-14,I Believe in Santa,FALSE,5.3,101
FALSE,/uwnAbCfrxDeWKqxAMas6ZnmAqfQ.jpg,"c(10749, 18, 14, 10770)",367544,en,The Spirit of Christmas,A woman falls in love with a man who is somewhat unavailable.,10.8,/ynWcaW8ZrtBeuzgUyEXR30A2TAT.jpg,2015-11-28,The Spirit of Christmas,FALSE,7,281
FALSE,/kAgCJcSO4kbVRtaMW8YWHiZPHxr.jpg,"c(35, 18, 10749)",10247,en,He Was a Quiet Man,"A troubled loner, Bob Maconel, imagines blowing up the tower in Los Angeles where he works. He takes a revolver to his office intent on killing colleagues, and then himself. At home, he holds conversations with his fish, who encourage him to do it. His supervisor picks on him. As he's screwing his courage to the sticking place, he drops a bullet; while on the floor looking for it, another colleague does exactly what Bob has been planning. Bob emerges a hero and the one colleague he likes, a woman with a bright smile, is severely wounded. Can Bob help her through despair and find himself and joy in life? Or, as everyone says, is this impossible for a man like him?",9.783,/iNchxsjU0zkOnkPQnRItkRNVvRF.jpg,2007-11-23,He Was a Quiet Man,FALSE,6.4,277
FALSE,/lCugQmmEoUc5Z3U7IlBXNYjrtJi.jpg,"c(35, 18, 10749)",9089,en,Home for the Holidays,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her unhinged family.",11.78,/a8MslR6deQQVe8JR542XDSwHiPB.jpg,1995-11-02,Home for the Holidays,FALSE,6.3,154
FALSE,/mNjoA9jDNbxPJqeYmeETLStpYZF.jpg,"c(10749, 10770)",483104,en,A Christmas Prince,"When a reporter goes undercover as a nanny to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",13.037,/x0IGQsMzVbsF7noj5cCfEk1GU7s.jpg,2017-11-17,A Christmas Prince,FALSE,6.6,1364
FALSE,/qlUZofx7TWwC6JBVVDFY6yHLl3e.jpg,"c(10770, 35, 10751, 14, 10749)",81393,en,12 Dates of Christmas,"In an attempt to win back her ex-boyfriend on Christmas Eve, Kate ends up ruining her blind date with Miles, a handsome guy she's been set up with. In a strange twist of fate, Kate is given the chance to re-live Christmas Eve twelve times.",9.525,/26X4Lldt6bwLnrX6kkLfUZTLojw.jpg,2011-12-11,12 Dates of Christmas,FALSE,6.1,246
FALSE,/1o9hhza17nZ5Lu05MFKtat99JBK.jpg,"c(10770, 10749)",299584,en,Christmas Under Wraps,"When a driven doctor doesn't get the prestigious position she planned for, she unexpectedly finds herself moving to a remote Alaskan town. While she meets the locals and even starts a new romance, she has to learn to let the life she planned for give way to a love she never could have imagined, and finds this festive small town is hiding one big holiday secret.",12.523,/uBPISDQB1FRhJHQMID7H9DlRon6.jpg,2014-11-29,Christmas Under Wraps,FALSE,5.8,178
