adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
FALSE,/wnIeCk6ODy5pIfC61w4GtTTyxmU.jpg,"c(35, 10749, 10770)",55596,en,Christmas in Connecticut,"Elizabeth is the star of a successful cooking show and author of several cookbooks. But when her manager, Alexander sees forest ranger Jefferson, who lost his cabin in a fire, comment on TV about wishing he could get a home-cooked Christmas dinner, he arranges for a special live show on Christmas, for Elizabeth to cook him Christmas Dinner. Only Elizabeth can't cook, and trying to keep Jefferson and the viewing public from finding out on a live show may be a little difficult.",2.845,/gR5DOCDn5s4uCgTbcsaBBI1ci98.jpg,1992-04-13,Christmas in Connecticut,FALSE,4.4,20
FALSE,/6cNeUaoNNFsNhtHiUpxfVp5tDZS.jpg,"c(10770, 10749, 18, 35)",874226,en,Christmas in Tahoe,"To save her family hotel's Christmas show, talent booker Claire must ask for help from her ex-boyfriend Ryan, the lead guitarist of a now-famous band that fired her as their manager years ago.",4.225,/oTqpT4yqo2uXr7CSYDWHTiIOe6c.jpg,2021-11-28,Christmas in Tahoe,FALSE,6.5,15
FALSE,/n3fJHucx4Qm7rxB5B1aKz4gzAqz.jpg,"c(10751, 10749, 10770)",748897,en,A Royal Christmas Engagement,"A Manhattan ad agency boss, John Holiday, entrusts Lauren to deliver the big pre-holiday client pitch, but only winds up annoying her when she’s teamed up with a European consultant. To Lauren's surprise, this consultant turns out to be the handsome Prince Edward of Candashire, masquerading as his consultant pal to escape his royal duties for an incognito American Christmas.",4.605,/lubOW2xuooHphoNhBXDstAVuKF.jpg,2020-11-30,A Royal Christmas Engagement,FALSE,5.9,14
FALSE,/i8PCU4JeBSHQ83Cdjp7hA6iNGM7.jpg,"c(10770, 10749)",553798,en,Christmas on Honeysuckle Lane,"Emma Reynolds returns to Oliver's Well to celebrate Christmas for the last time with her siblings in the home they grew up in. After their parents recently passed, the siblings reluctantly agree to sell the family home on Honeysuckle Lane after the New Year, leaving Emma in charge of its belongings. While antiques expert Morgan Shelby appraises Emma's mother's collection, they find a hidden surprise in an antique desk that takes them on a journey to discover the power of love and family during the holidays.",3.553,/yEEXq5VYP0gvaCYRiyag4BvZcTx.jpg,2018-11-24,Christmas on Honeysuckle Lane,FALSE,6.3,35
FALSE,/21Mh1T60DwagIe8EPmUgwyRho8W.jpg,"c(10770, 35, 10749)",1012288,en,Reindeer Games Homecoming,"When her father dies, MacKenzie keeps his tradition of the town's fundraising ""The Reindeer Games"" alive, but when high school crush Chase shows up and plays against her, the spark between them is undeniable.",2.187,/AkaTNb3g7ACFauUTTrH5nOjPT41.jpg,2022-11-12,Reindeer Games Homecoming,FALSE,6,4
FALSE,/4cKsnfHx3BYtQJ8SdPj8uPUB7Np.jpg,"c(10749, 35, 10770)",866665,en,Sister Swap: A Hometown Holiday,"Jennifer and Meg Swift are two sisters who are very close despite living far apart. Jennifer is in Salt Lake City, running a successful restaurant she started with her late husband and raising her teenaged son Simon, Meg stayed in their hometown of Hazelwood, helping their parents run the local bakery.",3.003,/zb7fvRXVsDneU11NkTWE1suvX3h.jpg,2021-12-05,Sister Swap: A Hometown Holiday,FALSE,5.9,16
FALSE,/z1d0c7oh7YGV4tjkn80GxHuAqUn.jpg,"c(10751, 35, 10749, 10770)",249057,en,Finding Christmas,"Single mother Ryan has just about given up on dating after her divorce, happily accepting her young son as the most important man in her life. That all changes when Ryan's brother Owen, also feeling unlucky in love after a bad breakup, swaps his home in their small North Carolina town with New York City adman Sean.",2.815,/1mgLKQYIY9HGyEl7pF54Y6OVG1.jpg,2013-12-15,Finding Christmas,FALSE,6.5,44
FALSE,/cdczbM4skbXJz6D9ukXFk3lRZ02.jpg,"c(10770, 18, 10749, 35)",428119,en,The Rooftop Christmas Tree,A legal team must work together to figure out the mystery behind a rooftop Christmas tree to keep the owner from going to jail for Christmas -- again.,3.187,/cUeaUIP5eWTgAnSAFhIn8PyX8kR.jpg,2016-11-27,The Rooftop Christmas Tree,FALSE,6.3,23
FALSE,/sXlDaXmAQqqSuFgurWhJvoDQkhJ.jpg,"c(10770, 35, 18, 10749)",1027351,en,A Kismet Christmas,"Sarah is a children’s book author who returns to her hometown, where she reconnects with her family and Travis, her teenage crush. She soon discovers that a long-held family legend might actually be true.",3.578,/iQE2kNsCX7qCZ6NXBlguIYW1uHa.jpg,2022-10-23,A Kismet Christmas,FALSE,7.1,9
FALSE,/9tNjPDy9hoYkOZteYgqSH1R0UbQ.jpg,"c(10770, 35, 10749)",1012286,en,Santa Bootcamp,"Hired by shopping mall magnate Ed Mancini to host a Christmas gala for his biggest investors, Emily heads to Santa Bootcamp - to find the perfect Santa and the inspiration she'll need to make the evening a success.",3.41,/c7jXCoxqB3LSfEUx34UseSfn4pC.jpg,2022-12-05,Santa Bootcamp,FALSE,5.2,3
FALSE,/zKZBcUnUuSLkV7SBDXamTqOlxtO.jpg,"c(10770, 10749, 10751)",299581,en,Angels and Ornaments,"Corrine's holiday season gets an unexpected dose of romance when she meets the mysterious Harold, who is on a deadline from a higher power to help Corrine find her true love by Christmas Eve. As the clock ticks down to Harold's deadline, Corrine must decide if she will open up to Christmas love.",4.553,/eyyj4aWSeG6TFI4om8KAnowaQGM.jpg,2014-11-16,Angels and Ornaments,FALSE,5.4,21
FALSE,/81llYck0QStrueHYe2WKXMZSIfD.jpg,"c(10770, 35, 18, 14, 10749)",249060,en,A Snow Globe Christmas,"While clasping her favorite Christmas snow globe, a cynical, overworked TV executive rants about how the movies she produces lie, making you think dreams come can come true. Upset, she tries to smash the globe, but instead it bonks her on the head, knocking her out. She wakes up in a perfect snow-covered town like the one in her globe.",3.761,/kD8ddi0tesWWiS6Xu0eojZmJgoB.jpg,2013-12-14,A Snow Globe Christmas,FALSE,5.7,34
FALSE,/tELzPUygw2oF2ZacyoKBZgtfIt.jpg,"c(10749, 10770)",480614,en,A Gift to Remember,"After colliding with a pedestrian on her bicycle who loses his memory following the accident, Darcy Archer becomes determined to help the handsome guy figure out who he is. In the process, she finds out a lot more about who she is, what she wants from life, and how this too-good-to-be-true guy might just be the man she’s been waiting to bump into all her life.",4.144,/l0XPQ2aOAEKpfuVF1Q56vzktlFC.jpg,2017-11-19,A Gift to Remember,FALSE,6.2,55
FALSE,/fOMycW4ad1Z4Zfc9GVkhqGEmStr.jpg,"c(10770, 35, 10749)",844869,en,Christmas à la Carte,"When food correspondent, Carly, gets a shot at her own show, she is sent to Angel Heights to help Grant open his diner and film it as a Holiday special for her TV show. Will Grant and Carly open their hearts too?",2.946,/yedmx0JOedqghOJCoI8y3bpiqKF.jpg,2021-12-10,Christmas à la Carte,FALSE,6,6
FALSE,/8fWFtPtadbZyzdoa2aRpa3j4AcS.jpg,"c(10749, 10770)",486865,en,Christmas in Mississippi,"Photographer Holly Logan returns to her hometown of Gulfport, Mississippi for Christmas. The town is resurrecting their traditional holiday light show for the first time since a terrible hurricane struck five years earlier. Holly volunteers to pitch in, but soon has second thoughts when she discovers the festival is run by her high school sweetheart, Mike.",4.521,/8QuTa9ygzYmNiAJcV9W3U6fNMWa.jpg,2017-12-09,Christmas in Mississippi,FALSE,6.3,42
FALSE,/qBPnvaakkw0eaiORZfKEwvuCRov.jpg,"c(10749, 35, 10770)",743403,en,A Sugar & Spice Holiday,"The film follows Chinese American Suzie who draws on her family’s cultural traditions to spice up an old-fashioned Christmas baking competition. Suzie, a rising young architect, returns to her small hometown in Maine for Christmas where her Chinese American family runs the local Lobster Bar. Following the loss of her beloved grandmother who was a renowned baker in their community, Suzie is guilted into following in her grandmother’s footsteps bei entering the local gingerbread house competition. Teaming up with an old high school friend Billy, who grew up to be catch, Suzie must find the right recipes and mix of sugar and spice to win the competition and perhaps find some love in the process.",2.703,/dTPBthgq6xTvhTn4ErkPZkqu0sz.jpg,2020-12-13,A Sugar & Spice Holiday,FALSE,5.6,15
FALSE,/gRmktYeeaG51fzEL2y5tJJJUslT.jpg,"c(10770, 35, 18, 10749)",1031072,en,The Holiday Dating Guide,"Dating coach and aspiring book author Abigale Slater is tasked by her publisher Jack to prove that her dating advice really works. With that, she decides to make a man fall for her by Christmas Eve in 12 days. When she Michael Ryan, her single-minded mission takes an unexpected turn.",2.939,/yakQX8MkLeEwTc0qDcCm3XrUoUO.jpg,2022-12-17,The Holiday Dating Guide,FALSE,7.5,4
FALSE,/8UpCgQG4b5JVAEdjTJJKkuupe7S.jpg,"c(10749, 10770)",630920,en,Angel Falls: A Novel Holiday,"Hannah is a book editor and she must work with her former rival Ryan to help a potential writer find her way. However, life seems to have other plans for Hannah as Angel Anthony reminds the duo about the miracle of Christmas and the value of community.",3.905,/50SEuVmS3uK5amzHGzxJntYwY9r.jpg,2019-12-15,Angel Falls: A Novel Holiday,FALSE,6.7,22
FALSE,/xmU3xGohUyJjRWhk4lbsTm80qJy.jpg,"c(10749, 18, 10770)",565274,en,Christmas on Holly Lane,"Three childhood friends, Sarah, Riley and Cat, with fond memories of Christmas at Sarah's house, come together as adults to save Sarah's home in the hopes of having many more beautiful Christmases together.",4.051,/yXuWofRh7DUONsEmQciMvAjS686.jpg,2018-11-11,Christmas on Holly Lane,FALSE,6.4,27
FALSE,/82kYmuN0MUoLvz3YtB0ackwoLFQ.jpg,"c(10749, 35, 10770)",239351,en,The March Sisters at Christmas,"To keep the family home from being sold, four very modern March sisters tackle home improvement on their own. But their romantic entanglements involving the boy next door, an old flame and a new acquaintance become a distraction.",4.395,/qh2aGXxRVxrOtTMdikzFQ9OPySc.jpg,2014-10-20,The March Sisters at Christmas,FALSE,5.7,22
FALSE,/32mn3JF68RMAxBzJzjOOmDw3doa.jpg,"c(10749, 10770)",144256,en,Farewell Mr. Kringle,"A skeptical journalist is assigned to chronicle the 50th anniversary of Kris Kringle, a Santa Claus in the town of Mistletoe. As her involvement in the town grows, she begins to open up to the enchantment of Christmas and some other wonders of the season.",2.152,/vy8dZmK50VZN2zXeEc3ZAV6S26V.jpg,2010-12-04,Farewell Mr. Kringle,FALSE,6.4,14
FALSE,/jCSTuEOP6VeWBYMgLMTkue4Iu3a.jpg,"c(10770, 35, 10749)",877828,en,A Dickens of a Holiday!,"To make the 100th anniversary of her hometown's Victorian festival a success, Cassie invites action movie star and former high school classmate Jake to play Scrooge in A Christmas Carol.",3.579,/rqm52nuyi19lxFEHz4DCVsCmA6v.jpg,2021-12-10,A Dickens of a Holiday!,FALSE,7.3,19
FALSE,/v4q8OMau3OdpDU1icERsFw5gsHv.jpg,"c(10749, 10770)",142635,en,Love at the Thanksgiving Day Parade,"As Chicago gears up for its annual Thanksgiving Day parade, Emily Jones, an eager parade coordinator is shocked when Henry Williams, a wealthy new development consultant, is brought in to analyze the parade's finances.",2.32,/gcLowhz4bXvibhcYJJewC1YzBmw.jpg,2012-11-04,Love at the Thanksgiving Day Parade,FALSE,6.4,28
FALSE,/rZ7LnEI4nhcuDafnVH5ADSf8mVU.jpg,"c(10749, 10751, 18, 10770)",242555,en,Holidaze,"Melody, high powered corporate workaholic for a retail conglomerate, is happy to spend the holidays jet-setting with her girlfriends. However, she's in for an unpleasant surprise when her boss sends her to her sleepy hometown to convince the reluctant townspeople to allow them to build a new discount store. Now, forced to reconnect with her family and her childhood sweetheart Carter, her task is not so simple, as all are vehemently opposed to everything Melody's company stands for. Desperate to get out of town and back to her real life, Melody takes a spill and wakes up in an alternate universe where she never left home and is married to Carter! Once determined to leave her small town life behind, Melody must make sense of her new life and decide if you truly can go home again.  - Written by ABC",4.449,/bwGmv9x9jSDah0kkNRp1PQIq3JF.jpg,2014-10-22,Holidaze,FALSE,5.3,40
FALSE,/dAPtar3F0YZA12lEOWqLLmUUrij.jpg,"c(10770, 35, 18, 10749)",1028546,en,A Tale of Two Christmases,"Thanks to some Christmas magic, Emma gets to experience two different Christmases – one where she stays in the city and celebrates with a new crush and his friends, and one where she returns home for all the traditions with her family…and Drew, a longtime friend who may have feelings for her. Emma’s double holiday ultimately helps her discover what will truly make her happy in life as well as in love.",3.014,/2UlaSWJNZivax806OOCiY4x5jGS.jpg,2022-11-26,A Tale of Two Christmases,FALSE,6.4,7
FALSE,/6WJ9NH1ESb70wK2ticahr1fRmnW.jpg,"c(10770, 35, 10749)",911826,en,Love at the Christmas Contest,"A young woman enters a Christmas tree decorating contest to honor the memory of her mother, only to discover that the competition includes her recently-widowed high school sweetheart, and his adorable 10-year-old daughter.",4.427,/9UsHiG1nQnCFNnJeqCdrqMHpPsY.jpg,2022-12-06,Love at the Christmas Contest,FALSE,5.5,4
FALSE,/9R3f0jQVXHVr5wTBd5a9MtxMdqC.jpg,"c(10770, 35, 10749)",1020473,en,Kirk Franklin's The Night Before Christmas,It follows an estranged mother and her daughter as they get caught in a snowstorm on Christmas Eve and are forced to take refuge inside a church. They meet a handsome pastor and a music teacher who motivate them to reconnect.,2.147,/b0zGapGO05oz7MPxkCFlR9Dk8V.jpg,2022-12-10,Kirk Franklin's The Night Before Christmas,FALSE,8.3,3
FALSE,/lDsyVzNsWsyuRRn5nYUShBEX0ZY.jpg,"c(10770, 10749, 35)",1003485,en,The Christmas Retreat,"When Kim's boyfriend breaks up with her instead of proposing, Kim's mom takes her away to a Christmas Retreat to reconnect with the spirit of the holiday. There she meets newly unemployed Mark.",4.402,/ree44r29HUs5GArlkKsMAPv2ZbC.jpg,2022-12-29,The Christmas Retreat,FALSE,5.1,9
FALSE,/q1n5uGSB4kyIHyAYFZv15aG4cb.jpg,"c(10770, 10749)",756727,en,Heart of the Holidays,"After her life in New York unexpectedly falls apart, powerhouse stockbroker Sam Wallace returns to her small town for the holidays and reconnects with her high school sweetheart who helps reignite her humanitarian spirit just in time to help their community on Christmas.",4.399,/c6gsHd757ghfcZHpR9RjzYz2vBp.jpg,2020-11-23,Heart of the Holidays,FALSE,6.3,16
FALSE,/slpbjJyvD4SrPVr5P4XhBvSPwmB.jpg,"c(10749, 10770)",744931,en,A Welcome Home Christmas,"Chloe (Jana Kramer) has always supported various military organizations, including the town’s Army toy drive for Christmas. This year, she is paired up with Michael (Brandon Quinn), a vet who recently returned home, and together they recruit other veterans and active military personnel to help in the cause. As the community gears up for the Officer’s Christmas Ball, where all the kids will meet Santa Claus and receive their gifts, Michael and Chloe begin to realize the greatest gift this season has been each other’s company.",3.869,/9lsonWY8xCUDBmFwSojdwKLyXEi.jpg,2020-11-07,A Welcome Home Christmas,FALSE,6.9,21
FALSE,/1hGGUXAhA975baBJx6lh7TInZDT.jpg,"c(10770, 35, 10749)",888506,en,A Godwink Christmas: Miracle of Love,"Brought together by community service, Eric and Joy find new purpose at Christmas. As they help a family rebuild their home, coincidences and a medical miracle lead them to believe in destiny.",2.602,/xUkhzklFW3p5m3cNVO5Mqb7n5B3.jpg,2021-12-11,A Godwink Christmas: Miracle of Love,FALSE,6.2,20
FALSE,/ceBVi5Cy7k1rLcmasWba4dUUWSB.jpg,"c(10770, 35, 18, 10749)",1028549,en,The Gift of Peace,"Artist Traci is a once-devout Christian who has stopped believing in God after her husband tragically died despite her prayers. As her second Christmas without him approaches, she tries going to a support group for inspiration and comfort.",3.984,/u7vdyi8YUtoAg0DEhQOd06BsIoA.jpg,2022-12-10,The Gift of Peace,FALSE,6.3,6
FALSE,/yjolwWoT7W4YFvxdGmBG8ANdtgS.jpg,10749,828930,en,Deck the Heart,"When a workaholic EVP inherits a manor and is expected to host a Christmas dinner for his family, he resorts to hiring an event planner, as he has no time or Christmas spirit. With her help, he will learn to love Christmas again.",3.334,/u4WXmBjfeA8QgOOG8isuiXbUPbA.jpg,2021-07-01,Deck the Heart,FALSE,5,3
FALSE,/fa0CEV2NhwHbFpDeL0sPbrEnCna.jpg,"c(10749, 10770)",552012,en,The Christmas Pact,"Can best friends fall in love? That’s the question next door neighbors Sadie and Ben will answer as they keep the spirit of Christmas and the magic of their childhood pact alive! When they were eight years old, they planted a scrawny 3-foot tall Christmas tree behind their church and the Christmas Pact began. But as life gets in the way the pact is threatened to be broken. Ben and Sadie need some Christmas Magic to recommit to each other and promise to keep their special holiday traditions. With each Christmas that passes by, Ben and Sadie’s Christmas tree grows taller and stronger; and so does their love. The pact bearing fruit to the magic of Christmas and the undeniable answer. Yes, friends can fall in love!",3.179,/mtZ6f8PifZvNgoKudsN7pyTyhfZ.jpg,2018-12-02,The Christmas Pact,FALSE,6.2,15
FALSE,/2N0XZxyPB8WSPcmijVSywyezV1e.jpg,"c(18, 10770, 10749)",479614,en,Christmas Homecoming,"A military widow, whose faith in Christmas has lapsed, rents an apartment to a handsome Army Captain, recovering from an injury in battle, and whose faith in Christmas is inspirational. As they team up to save the town’s military museum with a Christmas fundraising event, these two ‘wounded birds’ find themselves falling in love — and being healed by the magic of Christmas.",4.177,/6tviM77Kfi2bfvyrMLQ4fAHkz6e.jpg,2017-11-18,Christmas Homecoming,FALSE,6.9,40
FALSE,/txoaPVH9dmCHucEbMPHe5STpFzY.jpg,"c(10770, 35, 18, 10751, 10749)",1028560,en,Holiday Heritage,"Ella returns to her hometown to mend fences with her fractured family. With the help of Griffin, her ex-boyfriend, she encourages her family to celebrate Christmas and Kwanzaa and to heal their past wounds before it’s too late.",2.862,/60qNGOQ3fmL615qcHpnCiFBLY0d.jpg,2022-12-16,Holiday Heritage,FALSE,4,2
FALSE,/qRDmLO9s2g3JX41gpo0wEuMSTkW.jpg,"c(10749, 10770, 10751)",550650,en,A Twist of Christmas,"In the frenzy before Christmas, two single parents accidentally mix up their toys at a crowded department store. As a result, both of their Christmases appear to be ruined. Although the two can’t stand each other, the only way to get things back on track is to help each other salvage their holiday plans – not realizing they’re falling for each other in the process.",2.695,/lIgRP6M3dzuqifpSH3n3SSUpP1f.jpg,2018-12-01,A Twist of Christmas,FALSE,6.3,24
FALSE,/fV3QcOrxIgW4GoBDIw24fb6y5C3.jpg,"c(10770, 35, 10749)",879227,en,An Ice Wine Christmas,"A big-city sommelier, Camila returns to her hometown and family-run business for the annual ice wine harvest that coincides with the holidays. But the visit is upended when the owner of the vineyard—her beloved godfather—announces they’ve hired a consultant named Declan Monroe to oversee the switch from old world methods to modern technology.",2.515,/jTFekCypYpb8gfzdnqg4fBMB0XY.jpg,2021-11-12,An Ice Wine Christmas,FALSE,5.6,9
FALSE,/mWFH41gA1t9LLOW04i83sLczFjH.jpg,"c(10749, 35, 18)",760556,en,Lost at Christmas,"Set in the remote Scottish town of Fort William on Christmas Eve, when life is turned upside down for Jen and Rob. Suddenly finding themselves heartbroken, single and stranded, they team up to try and reach home 100 miles away to be with their families. ""Borrowing"" Jen’s now ex-boyfriend’s classic car, the pair hit the road, but it’s not long before the weather turns for the worse forcing them to continue their journey on foot.",4.323,/aLv0wZoFQvEXupDphPn1TjNfq9M.jpg,2020-12-04,Lost at Christmas,FALSE,5.5,13
FALSE,/6rIybtMtZgwPYqsF0emjQW2JPb2.jpg,"c(10749, 10770)",630919,en,A Homecoming for the Holidays,"Country singer Charlotte is home for the holidays and brother Ryan's fellow ex-soldier Matt is in town. Writing her new album, Charlotte works with Matt to build a house for a friend in town.",2.545,/zLFb7FNSN91obbGzfLtR84j7WWV.jpg,2019-12-07,A Homecoming for the Holidays,FALSE,6.8,19
FALSE,/ezfRE2Pd58kIOKWZaCa4m5JNXAm.jpg,"c(10770, 35, 10749)",962589,en,Christmas on Mistletoe Lake,"Interior designer Reilly finds herself this Christmas in the town of Mistletoe Lake with no place to stay. She accepts an offer from Ray to stay in his boat, helping him renovate the boat for the town's Christmas Harbor Festival.",4.313,/5yiEwFwGcKeOODUUGpdE6QnCiEh.jpg,2022-11-10,Christmas on Mistletoe Lake,FALSE,6.6,4
FALSE,/1qU8KnxrYXCIp2ZL9zk2f39VTOk.jpg,"c(10770, 10749)",744935,en,Christmas on the Vine,"Brooke, a young marketing executive, goes back to her hometown excited to relive her Christmas memories, while helping a struggling family-owned winery. Her marketing assignment involves an unlikely partnership with Tyler, the charismatic, yet stubborn owner of the winery. Brooke quickly learns that the town’s Christmas spirit has disappeared due to a wine conglomerate buying out all of the local wineries. Determined to bring Christmas back to the town, Brooke and Tyler work together and discover they share more than a love for wine.",4.312,/bYqHaFOvO8MVx1BrPHJYfxCFOjK.jpg,2020-11-13,Christmas on the Vine,FALSE,5.9,11
FALSE,/pwtYl3O8ID1k4OxhEotc7pV1Hy3.jpg,"c(10749, 10770, 35, 14)",737782,en,Christmas Comes Twice,"When Cheryl visits the Christmas carnival in her hometown, she gets a second chance in life when she is transported to Christmas five years in the past.",2.529,/9VAhBkb2upTjXJP9kLgToXhpNVq.jpg,2020-12-13,Christmas Comes Twice,FALSE,6.9,10
FALSE,/1aoXUIXTnJ3ckApgj2kPAaxshfx.jpg,"c(10749, 10770)",565599,en,A Christmas for the Books,"Lifestyle guru and romance expert, Joanna Moret, has developed a fool-proof strategy for ending holiday loneliness and it's all detailed in her best-selling book, The Love Audit. After appearing on a morning show, she is offered the biggest opportunity of her career—to throw the MacAllen Holiday Gala—and if all goes well she'll get her own TV show. Little do her fans, or the MacAllen's, know that she is newly single and can't seem to apply her principles to her own love life. Joanna asks the morning show producer, Ted to pretend they are a couple or risk being exposed as a fraud.",2.19,/xIznkA1EzVIgWBmZTQid2kf0CEN.jpg,2018-12-11,A Christmas for the Books,FALSE,5.4,24
FALSE,/hcAKdWtOVTYVGnIxPKefMSyDaXU.jpg,"c(10770, 35, 10749, 10751)",818857,en,A Snowy Christmas,"Unlucky in love city lawyer Kelly Mitchum returns home to spend Christmas with her family. As she dreams of finding her perfect man, she meets handsome contractor Forrest Newell – and he ticks all the boxes! Now, with her family’s home at risk of demolition, will Forrest be able to help? And will the magic of Christmas be enough to save it?",3.48,/cZRgs2ilvy3EU2JCU9pkVKm6euA.jpg,2021-11-13,A Snowy Christmas,FALSE,5.1,8
FALSE,/ipDFjrJBQoCcN28uKHV7a56QIBO.jpg,"c(10770, 35, 10749)",1003469,en,Mistletoe Match,"This Christmas, Olivia Hayes goes undercover to provide her readers with an in-depth (and cynical!) look at the hugely successful annual Secret Santa for Singles event. There, she meets single dad and handsome widower Thomas who is just as skeptical about the programme as she is. Sparks soon fly, but with a once in a lifetime promotion on the line, will she risk losing it all for the romance she never saw coming?",3.029,/472fqsf9MxWM9n5Z1P1ecSvvTDu.jpg,2022-12-03,Mistletoe Match,FALSE,5.2,8
FALSE,/13zFGhOE5lWkT5RYbMKjdsNLzHW.jpg,"c(10770, 35, 10749, 10751)",838189,en,Secretly Santa,"Miranda and Paul, two business rivals who playfully despise each other, work together on a holiday gift-giving app, and unexpected feelings develop for one another.",2.349,/1I76tYHSBZNBtgATJxbwTWxBsyn.jpg,2021-12-06,Secretly Santa,FALSE,5.1,12
FALSE,/e6kaAG9gnKlc7Twpu6AUVCWcyYB.jpg,"c(10770, 35, 18, 10749)",1027431,en,Christmas Bedtime Stories,"When Danielle’s husband goes missing in action during his deployment, she is left to raise her daughter on her own. Three years later, as she acclimates to life without him, she begins to tell her daughter bedtime stories of her father.",2.214,/zhW480dt2LCJH0PcoDeFkw4nFnh.jpg,2022-11-19,Christmas Bedtime Stories,FALSE,6.8,6
FALSE,/gkAozXk0UXhsKWLP3Umyi9UOXGA.jpg,"c(10749, 35)",899235,en,Christmas on the Farm,"Emmy's book about living on an Australian farm is about to be a publishing sensation - and the CEO publisher and her handsome son are coming to see her country life firsthand. Only problem is, it's not her life!",2.937,/c8FgK92umNLI4KU2WcXoyt8oyrH.jpg,2021-12-01,Christmas on the Farm,FALSE,6.1,15
FALSE,/NPAdoOzNrgSjMu24uu1WTowFQT.jpg,"c(10749, 10770)",734278,en,Christmas Unwrapped,"Charity, an ambitious reporter, learns the true meaning of Christmas when she investigates Erik Gallagher, a beloved member of the town who insists all the gifts he provides every Christmas are from none-other than Santa himself.",3.133,/hcnijhC5tQl59PmvkY35xxX6XC2.jpg,2020-10-24,Christmas Unwrapped,FALSE,6.1,22
FALSE,/lmNPFdZrU8Zd4Vf98YVwr0OHsaS.jpg,"c(10749, 10770)",474990,en,Christmas Festival of Ice,"A young woman faces her future as a lawyer in a small New England town where the annual Christmas ice sculpting competition in which she and her father have always competed has been cancelled. Working to save the festival, she meets a reluctant sculptor who reignites her passion, in more ways than one.",3.392,/iTCaI6r7xSDVnmxF3qPmHlr2Bag.jpg,2017-11-04,Christmas Festival of Ice,FALSE,5,31
FALSE,/cfEl7n6Y6SD6CIW711PMivsZ1QV.jpg,"c(10770, 35, 10749)",1037099,en,All I Didn't Want for Christmas,"Emily Harris is not doing great. In a desperate attempt to improve her life and make this Christmas not totally suck, Emily writes a letter to Santa. Fortunately, and unfortunately, her wine-soaked wishes start coming true.",3.466,/DDOeBtFRoZM31UuzQxLODROXMr.jpg,2022-12-07,All I Didn't Want for Christmas,FALSE,7.8,6
FALSE,/xJ9vHXPA9xU7dFnQ4R62jWXqiSv.jpg,"c(10751, 10770, 35, 10749)",562266,en,Shoelaces for Christmas,"After an altercation with her ailing mother, Jennifer, a self-absorbed teenager inadvertently stumbles into a local homeless shelter late one evening. Upset with his daughter's selfish attitude, Jennifer's father offers an ultimatum which includes her volunteering at the shelter in the hope she will learn to be responsible and compassionate toward others. Through this new experience Jennifer creates an unlikely bond with both the staff and one very special young guest which lead her to a deeper understanding of the true meaning of Christmas is love and family.",4.224,/qzuQSSHlVA7QXpeXx9zW0pTSXNr.jpg,2018-12-02,Shoelaces for Christmas,FALSE,5.5,10
FALSE,/n7fqTR8KtWGZi5FornA2AKkPJNz.jpg,"c(10749, 18, 35, 10770)",643938,en,Mistletoe & Menorahs,"When a determined toy company executive, Christy, must learn about Hanukkah in a hurry in order to land a big account, she enlists the help of her co-worker's friend Jonathan, who happens to also be in desperate need of turning his bachelor pad into a Christmas Wonderland to impress his girlfriend's father.",1.935,/ivfFCttSswSGagDXDpJpdjycm8x.jpg,2019-12-07,Mistletoe & Menorahs,FALSE,5.9,24
FALSE,/eE3wZ9Lbp6hpBPnwiUW8msNcFfh.jpg,"c(10770, 35, 10749)",874161,en,Open by Christmas,"When Nicky finds an unopened Christmas card from a high school secret admirer, she and her best friend Simone search to find and thank the anonymous author.",3.582,/iAGrDr0EWqu8ZjCsIYSfuMH32SR.jpg,2021-11-12,Open by Christmas,FALSE,6.4,20
FALSE,/gycBJ7rtVZyfR9ijkhAzNEunleI.jpg,"c(10770, 10749, 35)",1028537,en,Christmas Class Reunion,"High school classmates, who once dubbed themselves the “cursed class,” reconnect at Christmas for their 15-year reunion. Over the course of their time reconnecting, the classmates challenge each other to remember who they were, who they are, and who they want to be.",4.214,/1sYxuse7fhYQ0Zej8Z0tGizD9uu.jpg,2022-12-10,Christmas Class Reunion,FALSE,5.9,10
FALSE,/isqT3WRIHuyUURSQkbehgIb8oSw.jpg,"c(10770, 35, 18, 10749)",1029110,en,A Tiny Home Christmas,"In order to save her family’s contracting business, Blair reluctantly teams up with her ex-boyfriend and former co-star of a hit home design reality show to build a tiny home for the unsheltered in the community, rekindling old sparks in the process… and just in time for Christmas.",2.145,/nOn7sHlP9m9SHvyhDm26npeLPlW.jpg,2022-11-12,A Tiny Home Christmas,FALSE,6.8,4
FALSE,/20Zif5RU6YEA2cQviYQzhjasA3z.jpg,"c(10770, 10749)",748893,en,A Ring for Christmas,"Spoiled single girl Angie Moore gets cut off 25 days before Christmas. When she discovers the existence of a sizable trust fund that she will inherit once she gets married, Angie decides to find a man to marry - by Christmas.",1.789,/61HDUsItzTEonRnDGdKmDE99vSq.jpg,2020-11-08,A Ring for Christmas,FALSE,6.1,8
